target,Predicted_classes,order,edges,mean_eccentr,mean_path_length,graph_energy,modularity,diameter,betw_centr,transitivity,spectral_radius,eigen_centr,deg_centr,mean_degree,min_cut,fiedler_value,normalized_fiedler_value,closeness_centr,deg_assort_coef,graph_name,Graph.Name,Captive,Interaction_type,Data_collection,Species,Data_duration_days,Class,Time_resolution_secs
insecta-ant-colony6-day37,Spatial,91,2570,2.098901099,1.375091575,337.2206774,0.087008357,3,0.011420035,0.751389339,61.26980458,0.280993555,0.25018315,56.48351648,14,13.49845341,0.605047204,0.008209546,0.057634488,insecta-ant-colony6-day37,insecta-ant-colony6-day37,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day38,Spatial,91,2475,2.098901099,1.398290598,341.1710147,0.05142161,3,0.008054397,0.731927962,59.24800061,0.279340371,0.24004884,54.3956044,7,6.950613932,0.607232494,0.008073327,0.020449541,insecta-ant-colony6-day38,insecta-ant-colony6-day38,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day39,Spatial,91,2447,2.076923077,1.403907204,344.2292404,0.074190994,3,0.01158034,0.720855699,58.41646319,0.318305706,0.302442002,53.78021978,10,9.916379453,0.557575149,0.008027037,0.043899609,insecta-ant-colony6-day39,insecta-ant-colony6-day39,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6,ER,164,13193,1.5,1.012943289,370.6568635,0.000285415,2,1.77E-05,0.988887631,161.0451622,0.0120669,0.012943289,160.8902439,121,120.89831,0.946517344,0.006061499,-0.028406248,insecta-ant-colony6,insecta-ant-colony6,Yes,Physical_contact,video,Camponotus_fellah,41,Insecta,Very_fine
insecta-ant-trophallaxis-colony1-day1,SF,24,33,4.833333333,3.014492754,33.06868457,0.458218549,6,0.361917855,0.148148148,3.547647616,0.701800208,0.141304348,2.75,1,0.229753299,0.097358111,0.014883125,-0.148734177,insecta-ant-trophallaxis-colony1-day1,insecta-ant-trophallaxis-colony1-day1,Yes,Physical_contact,video,Camponotus_pennsylvanicus,0.020833,Insecta,Very_fine
insecta-ant-trophallaxis-colony1-day2,ER,24,32,7.458333333,3.68115942,33.01950863,0.463378906,10,0.295632534,0.09375,3.214556581,0.647615064,0.057971014,2.666666667,1,0.099015301,0.053970226,0.012298654,0.043478261,insecta-ant-trophallaxis-colony1-day2,insecta-ant-trophallaxis-colony1-day2,Yes,Physical_contact,video,Camponotus_pennsylvanicus,0.020833,Insecta,Very_fine
insecta-ant-trophallaxis-colony1-day3,SF,23,25,6.217391304,3.509881423,27.58188997,0.5536,8,0.594647776,0.0625,3.051710442,0.778218609,0.173913043,2.173913043,1,0.116369902,0.063433139,0.013563148,-0.039387309,insecta-ant-trophallaxis-colony1-day3,insecta-ant-trophallaxis-colony1-day3,Yes,Physical_contact,video,Camponotus_pennsylvanicus,0.020833,Insecta,Very_fine
insecta-ant-trophallaxis-colony1-day4,ER,31,47,5.451612903,3.275268817,44.12957883,0.344273427,7,0.272479535,0.124137931,4.499048845,0.725611712,0.165591398,3.032258065,1,0.137443602,0.080164669,0.010651791,0.15060241,insecta-ant-trophallaxis-colony1-day4,insecta-ant-trophallaxis-colony1-day4,Yes,Physical_contact,video,Camponotus_pennsylvanicus,0.020833,Insecta,Very_fine
insecta-ant-trophallaxis-colony1-day5,SF,20,22,7.55,4.026315789,25.12576929,0.547520661,10,0.463219452,0.083333333,2.856296638,0.787679988,0.147368421,2.2,1,0.075616173,0.04304712,0.013724884,-0.076086957,insecta-ant-trophallaxis-colony1-day5,insecta-ant-trophallaxis-colony1-day5,Yes,Physical_contact,video,Camponotus_pennsylvanicus,0.020833,Insecta,Very_fine
insecta-ant-trophallaxis-colony1-day7,ER,29,43,5,3.002463054,39.69112028,0.458626284,6,0.21704932,0.127118644,3.746491986,0.617871666,0.108374384,2.965517241,1,0.279559188,0.122253097,0.012182332,-0.257660167,insecta-ant-trophallaxis-colony1-day7,insecta-ant-trophallaxis-colony1-day7,Yes,Physical_contact,video,Camponotus_pennsylvanicus,0.020833,Insecta,Very_fine
insecta-ant-trophallaxis-colony1-day8,ER,37,68,4.837837838,2.914414414,58.95378424,0.413062284,6,0.118408184,0.170305677,4.509930809,0.611853711,0.092342342,3.675675676,1,0.366720874,0.144910336,0.009723331,0.011760207,insecta-ant-trophallaxis-colony1-day8,insecta-ant-trophallaxis-colony1-day8,Yes,Physical_contact,video,Camponotus_pennsylvanicus,0.020833,Insecta,Very_fine
insecta-ant-trophallaxis-colony1,SF,41,256,2.829268293,1.741463415,107.8172942,0.094261169,3,0.053043482,0.394387001,14.28798492,0.522783386,0.312804878,12.48780488,2,1.837430606,0.533890785,0.014500272,0.003188681,insecta-ant-trophallaxis-colony1,insecta-ant-trophallaxis-colony1,Yes,Physical_contact,video,Camponotus_pennsylvanicus,0.1667,Insecta,Very_fine
insecta-ant-trophallaxis-colony2-day1,SF,26,36,6.423076923,3.461538462,36.17394483,0.486882716,8,0.352377778,0.197802198,3.745790295,0.783983085,0.169230769,2.769230769,1,0.12820458,0.052243961,0.011955178,-0.106064654,insecta-ant-trophallaxis-colony2-day1,insecta-ant-trophallaxis-colony2-day1,Yes,Physical_contact,video,Camponotus_pennsylvanicus,0.020833,Insecta,Very_fine
insecta-ant-trophallaxis-colony2-day2,ER,24,30,5.958333333,3.326086957,32.29656504,0.39,8,0.311737412,0.047619048,3.291417665,0.674930833,0.108695652,2.5,1,0.186382694,0.109388038,0.013708705,0.060402685,insecta-ant-trophallaxis-colony2-day2,insecta-ant-trophallaxis-colony2-day2,Yes,Physical_contact,video,Camponotus_pennsylvanicus,0.020833,Insecta,Very_fine
insecta-ant-trophallaxis-colony2-day3,ER,28,45,5.464285714,3.068783069,40.73231129,0.358765432,7,0.186149561,0.06870229,4.214438641,0.612846833,0.103174603,3.214285714,1,0.258642847,0.126850181,0.012458497,0.125833575,insecta-ant-trophallaxis-colony2-day3,insecta-ant-trophallaxis-colony2-day3,Yes,Physical_contact,video,Camponotus_pennsylvanicus,0.020833,Insecta,Very_fine
insecta-ant-trophallaxis-colony2-day4,SF,25,37,4.64,2.813333333,33.91478211,0.368151936,6,0.307115539,0.136363636,3.98229353,0.633224332,0.168333333,2.96,1,0.325990983,0.139414708,0.015196207,-0.287170397,insecta-ant-trophallaxis-colony2-day4,insecta-ant-trophallaxis-colony2-day4,Yes,Physical_contact,video,Camponotus_pennsylvanicus,0.020833,Insecta,Very_fine
insecta-ant-trophallaxis-colony2-day5,ER,30,32,8.366666667,4.648275862,37.08120685,0.547851563,10,0.420248004,0.058823529,2.594113838,0.588844972,0.064367816,2.133333333,1,0.046639627,0.022682977,0.007697748,-0.245005258,insecta-ant-trophallaxis-colony2-day5,insecta-ant-trophallaxis-colony2-day5,Yes,Physical_contact,video,Camponotus_pennsylvanicus,0.020833,Insecta,Very_fine
insecta-ant-trophallaxis-colony2-day6,SF,33,46,5.909090909,3.272727273,44.18545819,0.443761815,8,0.267244204,0.06870229,3.96868465,0.77034794,0.162878788,2.787878788,1,0.168834027,0.101540968,0.009891381,-0.202478873,insecta-ant-trophallaxis-colony2-day6,insecta-ant-trophallaxis-colony2-day6,Yes,Physical_contact,video,Camponotus_pennsylvanicus,0.020833,Insecta,Very_fine
insecta-ant-trophallaxis-colony2-day7,SF,31,52,4.548387097,2.789247312,44.17754188,0.374075444,6,0.257921821,0.139896373,4.756329422,0.676188226,0.188172043,3.35483871,1,0.368194495,0.162831853,0.012305683,-0.105432682,insecta-ant-trophallaxis-colony2-day7,insecta-ant-trophallaxis-colony2-day7,Yes,Physical_contact,video,Camponotus_pennsylvanicus,0.020833,Insecta,Very_fine
insecta-ant-trophallaxis-colony2-day8,SF,27,48,4.666666667,2.663817664,40.10633649,0.368272569,6,0.26054776,0.186440678,4.647651366,0.660113469,0.170940171,3.555555556,1,0.275717293,0.138631893,0.014892593,-0.287356322,insecta-ant-trophallaxis-colony2-day8,insecta-ant-trophallaxis-colony2-day8,Yes,Physical_contact,video,Camponotus_pennsylvanicus,0.020833,Insecta,Very_fine
insecta-ant-trophallaxis-colony2,SF,39,245,2.948717949,1.763832659,98.32617914,0.134610579,4,0.08158389,0.443886592,14.69437761,0.465551582,0.327260459,12.56410256,1,0.918164964,0.584205949,0.015209926,-0.154443684,insecta-ant-trophallaxis-colony2,insecta-ant-trophallaxis-colony2,Yes,Physical_contact,video,Camponotus_pennsylvanicus,0.1667,Insecta,Very_fine
insecta-beetle-group-c1-period-1,sbm,30,185,2.2,1.581609195,75.32531494,0.123316289,3,0.030409497,0.471954426,13.38373114,0.374002304,0.229885057,12.33333333,6,5.164453904,0.632666771,0.021947705,0.008768101,insecta-beetle-group-c1-period-1,insecta-beetle-group-c1-period-1,Yes,Spatial_proximity,survey_scan,Bolitotherus_cornutus,12,Insecta,Intermediate
insecta-beetle-group-c1-period-2,SF,30,207,2.333333333,1.544827586,74.85181322,0.043268221,3,0.048693193,0.548780488,15.26316857,0.376962202,0.248275862,13.8,2,1.946681538,0.649770771,0.022622148,-0.027428185,insecta-beetle-group-c1-period-2,insecta-beetle-group-c1-period-2,Yes,Spatial_proximity,survey_scan,Bolitotherus_cornutus,12,Insecta,Intermediate
insecta-beetle-group-c2-period-1,SF,27,117,2.481481481,1.703703704,61.98686353,0.116115129,3,0.079416511,0.391431353,9.724218628,0.516761006,0.320512821,8.666666667,4,3.147031202,0.504114927,0.022765732,-0.11082724,insecta-beetle-group-c2-period-1,insecta-beetle-group-c2-period-1,Yes,Spatial_proximity,survey_scan,Bolitotherus_cornutus,12,Insecta,Intermediate
insecta-beetle-group-c2-period-2,SF,30,195,2.333333333,1.574712644,76.41135089,0.103076923,3,0.064038157,0.543993879,14.35915902,0.378159849,0.275862069,13,2,1.816244446,0.529902631,0.022171176,-0.077412588,insecta-beetle-group-c2-period-2,insecta-beetle-group-c2-period-2,Yes,Spatial_proximity,survey_scan,Bolitotherus_cornutus,12,Insecta,Intermediate
insecta-beetle-group-c3-period-1,ER,28,131,2.857142857,1.724867725,64.06399636,0.144076686,3,0.077252956,0.419277108,10.49242589,0.361532883,0.171957672,9.357142857,1,0.932183728,0.539240602,0.02175659,-0.09709329,insecta-beetle-group-c3-period-1,insecta-beetle-group-c3-period-1,Yes,Spatial_proximity,survey_scan,Bolitotherus_cornutus,12,Insecta,Intermediate
insecta-beetle-group-c3-period-2,SF,29,174,2.586206897,1.625615764,69.83500053,0.092399921,3,0.064474518,0.543243243,13.72715388,0.364173317,0.25,12,1,0.962190758,0.621733008,0.022398091,-0.070419207,insecta-beetle-group-c3-period-2,insecta-beetle-group-c3-period-2,Yes,Spatial_proximity,survey_scan,Bolitotherus_cornutus,12,Insecta,Intermediate
insecta-beetle-group-c4-period-1,sbm,30,138,2.533333333,1.71954023,68.88493491,0.215710985,3,0.098144329,0.415065334,10.4525889,0.404252162,0.234482759,9.2,4,3.217934159,0.474118274,0.02018536,-0.102382768,insecta-beetle-group-c4-period-1,insecta-beetle-group-c4-period-1,Yes,Spatial_proximity,survey_scan,Bolitotherus_cornutus,12,Insecta,Intermediate
insecta-beetle-group-c4-period-2,ER,30,175,2.5,1.632183908,72.84355781,0.09322449,3,0.037128065,0.49883883,13.25814373,0.357391474,0.218390805,11.66666667,2,1.8094111,0.542140047,0.021413142,-0.093558724,insecta-beetle-group-c4-period-2,insecta-beetle-group-c4-period-2,Yes,Spatial_proximity,survey_scan,Bolitotherus_cornutus,12,Insecta,Intermediate
insecta-beetle-group-t1-period-1,SF,30,161,2.266666667,1.645977011,71.85045936,0.101365688,3,0.063435223,0.407553551,11.89316484,0.402951028,0.250574713,10.73333333,3,2.885079995,0.568426558,0.021125317,-0.17976333,insecta-beetle-group-t1-period-1,insecta-beetle-group-t1-period-1,Yes,Spatial_proximity,survey_scan,Bolitotherus_cornutus,12,Insecta,Intermediate
insecta-beetle-group-t2-period-1,SF,30,178,2.266666667,1.606896552,75.65954703,0.13481568,3,0.061922877,0.471448797,12.87806159,0.464903614,0.349425287,11.86666667,4,3.525317865,0.548087702,0.021640382,-0.062049042,insecta-beetle-group-t2-period-1,insecta-beetle-group-t2-period-1,Yes,Spatial_proximity,survey_scan,Bolitotherus_cornutus,12,Insecta,Intermediate
insecta-beetle-group-t3-period-1,sbm,29,180,2.206896552,1.566502463,72.63947358,0.122901235,3,0.038530462,0.50397878,13.54595204,0.358611541,0.235221675,12.4137931,4,3.546286363,0.603586819,0.023002411,-0.067783173,insecta-beetle-group-t3-period-1,insecta-beetle-group-t3-period-1,Yes,Spatial_proximity,survey_scan,Bolitotherus_cornutus,12,Insecta,Intermediate
insecta-beetle-group-t4-period-1,SF,30,155,2.466666667,1.67816092,71.96526723,0.12855359,3,0.056670301,0.449732302,11.7893159,0.487525136,0.298850575,10.33333333,2,1.813016546,0.560802762,0.020783236,-0.117037727,insecta-beetle-group-t4-period-1,insecta-beetle-group-t4-period-1,Yes,Spatial_proximity,survey_scan,Bolitotherus_cornutus,12,Insecta,Intermediate
mammalia-asianelephant,ER,20,22,5.7,3.447368421,23.46982818,0.512396694,7,0.515543244,0.069767442,2.987725244,0.6600381,0.147368421,2.2,1,0.101513687,0.052421369,0.015919207,-0.136531365,mammalia-asianelephant,mammalia-asianelephant,No,Dominance,focal_sampling,Elephas_maximus,206,Mammalia,Very_fine
mammalia-baboon-association-group03,SF,23,30,5.086956522,3.04743083,30.04249811,0.433333333,6,0.292385356,0.083333333,3.496467469,0.729371739,0.154150198,2.608695652,1,0.185151709,0.11501961,0.015397864,-0.204379562,mammalia-baboon-association-group03,mammalia-baboon-association-group03,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-association-group07,ER,16,28,3.5,2.15,24.85654268,0.232142857,4,0.160084656,0.211764706,4.113857965,0.586004046,0.166666667,3.5,1,0.664738311,0.229901381,0.03162432,-0.061998541,mammalia-baboon-association-group07,mammalia-baboon-association-group07,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-association-group08,SF,20,33,4,2.457894737,28.80655278,0.34389348,5,0.203667062,0.267857143,4.45792539,0.60408427,0.194736842,3.3,1,0.40538115,0.180656847,0.022099935,-0.135939323,mammalia-baboon-association-group08,mammalia-baboon-association-group08,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-association-group09,SF,12,14,4.666666667,2.666666667,14.96858698,0.410714286,6,0.462809917,0.24,2.955913656,0.704937828,0.242424242,2.333333333,1,0.205980349,0.12650588,0.035506249,-0.118210863,mammalia-baboon-association-group09,mammalia-baboon-association-group09,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-association-group10,SF,13,32,2.615384615,1.717948718,21.68541163,0.127441406,3,0.137752525,0.515923567,5.86450024,0.446035041,0.256410256,4.923076923,1,0.907482204,0.502200593,0.050134003,-0.102078809,mammalia-baboon-association-group10,mammalia-baboon-association-group10,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-association-group11,SF,14,25,3.071428571,2.010989011,22.06124401,0.3464,4,0.227975016,0.346153846,4.028829002,0.472693942,0.186813187,3.571428571,2,0.746177262,0.23453705,0.038920385,-0.362559242,mammalia-baboon-association-group11,mammalia-baboon-association-group11,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-association-group19,SF,13,16,4.846153846,2.653846154,17.27819483,0.357421875,6,0.341856061,0.103448276,2.874422957,0.646015694,0.211538462,2.461538462,1,0.186744381,0.108937136,0.032622972,-0.193220339,mammalia-baboon-association-group19,mammalia-baboon-association-group19,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-association-group20,ER,13,30,2.538461538,1.705128205,22.28239279,0.186111111,3,0.08621633,0.365853659,5.100872057,0.420700176,0.198717949,4.615384615,2,1.491087962,0.453880052,0.049648523,-0.058201058,mammalia-baboon-association-group20,mammalia-baboon-association-group20,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-association-group23,SF,21,30,4.142857143,2.652380952,28.47471632,0.407222222,5,0.257763158,0.148148148,3.684869586,0.620802498,0.207142857,2.857142857,1,0.418881221,0.182662498,0.019312441,-0.232583065,mammalia-baboon-association-group23,mammalia-baboon-association-group23,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-association-group27,ER,15,26,3.866666667,2.285714286,21.81724522,0.209319527,5,0.252242655,0.211764706,4.313426617,0.519798913,0.180952381,3.466666667,1,0.50960765,0.234372958,0.032516525,-0.091962346,mammalia-baboon-association-group27,mammalia-baboon-association-group27,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-association-group28,ER,16,21,4.8125,2.816666667,21.82487143,0.339002268,6,0.363597884,0.136363636,3.33690162,0.599049957,0.158333333,2.625,1,0.280671775,0.138665413,0.024430912,0.179396092,mammalia-baboon-association-group28,mammalia-baboon-association-group28,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-association-group29,ER,13,19,4,2.41025641,18.77972133,0.37534626,4,0.074494949,0.225,3.350043121,0.57671357,0.08974359,2.923076923,2,0.515485952,0.198590412,0.034885755,0.489247312,mammalia-baboon-association-group29,mammalia-baboon-association-group29,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-grooming-group03,SF,23,35,5.130434783,2.833992095,32.29944994,0.37877551,7,0.317073331,0.230769231,4.111547119,0.689439996,0.179841897,3.043478261,1,0.178408859,0.083044836,0.016690662,-0.134927178,mammalia-baboon-grooming-group03,mammalia-baboon-grooming-group03,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-grooming-group07,ER,16,41,2.625,1.725,28.73228372,0.178167757,3,0.107095994,0.265625,5.617134476,0.370721125,0.191666667,5.125,2,1.613122461,0.497487745,0.039034609,-0.265607003,mammalia-baboon-grooming-group07,mammalia-baboon-grooming-group07,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-grooming-group08,SF,12,12,5.583333333,3.106060606,13.90407822,0.434027778,7,0.424793388,0.157894737,2.522748592,0.67544449,0.181818182,2,1,0.123068159,0.070687038,0.030474149,-0.507853403,mammalia-baboon-grooming-group08,mammalia-baboon-grooming-group08,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-grooming-group09,ER,11,10,7.181818182,3.854545455,12.78490644,0.445,9,0.262222222,0,1.975376681,0.451274761,0.118181818,1.818181818,1,0.084175549,0.05064224,0.027061909,-0.666666667,mammalia-baboon-grooming-group09,mammalia-baboon-grooming-group09,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-grooming-group10,sbm,13,30,2.846153846,1.769230769,22.32279158,0.186666667,3,0.161348605,0.446280992,5.169755979,0.394289729,0.115384615,4.615384615,2,1.08114592,0.297688837,0.047754224,0.181197877,mammalia-baboon-grooming-group10,mammalia-baboon-grooming-group10,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-grooming-group11,ER,12,17,3.666666667,2.166666667,16.63713861,0.292387543,5,0.229752066,0.279069767,3.596873558,0.563628188,0.196969697,2.833333333,1,0.480833424,0.270918237,0.043531065,-0.053097345,mammalia-baboon-grooming-group11,mammalia-baboon-grooming-group11,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-grooming-group19,sbm,11,14,4.636363636,2.563636364,14.71495147,0.316326531,6,0.42,0.4,3.229118268,0.574194454,0.145454545,2.545454545,1,0.243261327,0.130659936,0.041007149,-0.076923077,mammalia-baboon-grooming-group19,mammalia-baboon-grooming-group19,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-grooming-group20,sbm,13,21,4.076923077,2.282051282,18.81787848,0.373015873,5,0.305976431,0.406779661,3.875584402,0.476352068,0.147435897,3.230769231,1,0.329964083,0.186049406,0.038083619,0.008431703,mammalia-baboon-grooming-group20,mammalia-baboon-grooming-group20,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-grooming-group23,SF,18,23,4.055555556,2.614379085,23.3521205,0.406427221,5,0.469290657,0.152542373,3.510952147,0.647925268,0.202614379,2.555555556,1,0.285135065,0.165300141,0.023356322,-0.176436782,mammalia-baboon-grooming-group23,mammalia-baboon-grooming-group23,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-grooming-group25,ER,11,13,4.272727273,2.509090909,13.05720668,0.263313609,6,0.288148148,0,2.933521992,0.505476344,0.163636364,2.363636364,1,0.300371852,0.209430585,0.041895353,0.133333333,mammalia-baboon-grooming-group25,mammalia-baboon-grooming-group25,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-grooming-group26,SF,18,25,4.333333333,2.509803922,22.96742996,0.3512,6,0.390051903,0.086956522,3.564632179,0.556547456,0.248366013,2.777777778,1,0.389524387,0.178647937,0.024206971,-0.458019105,mammalia-baboon-grooming-group26,mammalia-baboon-grooming-group26,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-grooming-group27,SF,17,32,3.588235294,2.169117647,24.77549628,0.170410156,5,0.17109127,0.283464567,4.947954624,0.573286434,0.202205882,3.764705882,1,0.630721784,0.278152294,0.029802617,-0.215189873,mammalia-baboon-grooming-group27,mammalia-baboon-grooming-group27,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-grooming-group28,ER,16,23,4.375,2.541666667,22.20853668,0.278827977,6,0.391661376,0.152542373,3.643958068,0.584140688,0.208333333,2.875,1,0.347248985,0.211805006,0.027362775,0.014285714,mammalia-baboon-grooming-group28,mammalia-baboon-grooming-group28,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-baboon-grooming-group29,sbm,13,28,3.076923077,1.846153846,21.49804555,0.244260204,4,0.08987494,0.432692308,4.82142297,0.421901561,0.141025641,4.307692308,2,0.938878353,0.288756263,0.046111753,0.160958904,mammalia-baboon-grooming-group29,mammalia-baboon-grooming-group29,No,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Mammalia,Focal_follow
mammalia-bat-roosting-indiana,Spatial,43,546,2.837209302,1.472868217,90.39956962,0.023475761,4,0.056161984,0.932442374,31.21925455,0.254813119,0.252491694,25.39534884,1,0.989798697,0.360636471,0.017003184,0.229150321,mammalia-bat-roosting-indiana,mammalia-bat-roosting-indiana,No,Social_projection_bipartite,RFID,Myotis_sodalis,365,Mammalia,Fine
mammalia-bison-dominance,Spatial,26,222,2,1.316923077,62.20938409,0.045613181,2,0.03804131,0.788739669,18.37895004,0.257460297,0.276923077,17.07692308,6,5.537678125,0.662992524,0.030979868,-0.104224102,mammalia-bison-dominance,mammalia-bison-dominance,Semi_ranging,Dominance,survey_scan,Bison_bison,60,Mammalia,Very_fine
mammalia-cattle-dominance,SF,28,205,2.321428571,1.478835979,69.17292536,0.058179655,3,0.084056115,0.648596939,16.20880719,0.358669699,0.272486772,14.64285714,1,0.981876855,0.681193443,0.025515238,-0.132868321,mammalia-cattle-dominance,mammalia-cattle-dominance,Semi_ranging,Dominance,survey_scan,Bos_taurus,NA,Mammalia,Very_fine
mammalia-dolphin-florida-forage,Spatial,176,1121,5.011363636,2.863376623,393.9049287,0.399856841,7,0.078754508,0.52567092,24.44641201,0.802662423,0.195779221,12.73863636,1,0.387487116,0.12418793,0.002062445,0.207032989,mammalia-dolphin-florida-forage,mammalia-dolphin-florida-forage,No,Spatial_proximity,survey_scan,Tursiops_truncatus,124,Mammalia,Fine
mammalia-dolphin-florida-overall,SF,284,3171,4.584507042,2.595182402,811.6454938,0.299317739,6,0.103850324,0.46838722,44.98821472,0.784341072,0.270915244,22.33098592,1,0.142351594,0.011773558,0.001407392,0.171197467,mammalia-dolphin-florida-overall,mammalia-dolphin-florida-overall,No,Spatial_proximity,survey_scan,Tursiops_truncatus,124,Mammalia,Fine
mammalia-dolphin-florida-social,Spatial,149,1553,3.402684564,2.175131507,385.4712207,0.361430362,4,0.118430873,0.613121172,34.78354984,0.707549051,0.325367314,20.84563758,2,0.785783995,0.160226315,0.003170443,0.182913836,mammalia-dolphin-florida-social,mammalia-dolphin-florida-social,No,Spatial_proximity,survey_scan,Tursiops_truncatus,124,Mammalia,Fine
mammalia-dolphin-floridatravel,Spatial,157,924,5.522292994,2.917605749,361.1165179,0.380996889,7,0.12251594,0.48988006,20.60736966,0.785824779,0.200187816,11.77070064,1,0.274157666,0.037174047,0.002273236,0.173467507,mammalia-dolphin-floridatravel,mammalia-dolphin-floridatravel,No,Spatial_proximity,survey_scan,Tursiops_truncatus,124,Mammalia,Fine
mammalia-dolphin-social,SW,62,159,6.5,3.356953993,107.0243817,0.488845378,8,0.212380115,0.308775731,7.193614015,0.736296036,0.112638815,5.129032258,1,0.172973302,0.039524554,0.005036721,-0.043594028,mammalia-dolphin-social,mammalia-dolphin-social,No,Spatial_proximity,survey_scan,Tursiops_truncatus,594,Mammalia,NA
mammalia-elephantseal-2010-2011,SF,46,56,6.652173913,4.084057971,56.40562559,0.500159439,8,0.307123083,0.060810811,3.929366457,0.845535496,0.14589372,2.434782609,1,0.073447024,0.036119645,0.005626289,-0.089204257,mammalia-elephantseal-2010-2011,mammalia-elephantseal-2010-2011,No,Dominance,survey_scan,Mirounga_angustirostris,69,Mammalia,Focal_follow
mammalia-elephantseal-2011-2012,ER,24,30,5.583333333,3.358695652,30.97907053,0.511666667,7,0.264822134,0.211267606,3.528773558,0.66189678,0.152173913,2.5,1,0.162930308,0.085435719,0.013529032,-0.014560827,mammalia-elephantseal-2011-2012,mammalia-elephantseal-2011-2012,No,Dominance,survey_scan,Mirounga_angustirostris,69,Mammalia,Focal_follow
mammalia-hyena-networka,Spatial,35,521,1.942857143,1.124369748,80.80263349,0.017162109,2,0.007637557,0.915664217,30.48500183,0.106515096,0.124369748,29.77142857,7,6.974688476,0.829218583,0.026460398,-0.116650965,mammalia-hyena-networka,mammalia-hyena-networka,No,Group_membership,survey_scan,Crocuta_crocuta,64,Mammalia,Intermediate
mammalia-hyena-networkb,Spatial,36,585,1.861111111,1.071428571,76.96378734,0,2,0.005009915,0.961175907,33.08639387,0.056282533,0.071428571,32.5,8,7.988207828,0.858270709,0.026910152,-0.074182016,mammalia-hyena-networkb,mammalia-hyena-networkb,No,Group_membership,survey_scan,Crocuta_crocuta,64,Mammalia,Intermediate
mammalia-hyena-networkc,Spatial,35,509,1.914285714,1.144537815,85.17202813,0.034421667,2,0.004474575,0.889686283,29.69005713,0.130604329,0.144537815,29.08571429,15,14.72733878,0.796745131,0.025992503,-0.122737171,mammalia-hyena-networkc,mammalia-hyena-networkc,No,Group_membership,survey_scan,Crocuta_crocuta,64,Mammalia,Intermediate
mammalia-kangaroo-interactions,Spatial,17,91,2.294117647,1.360294118,32.65065234,0,3,0.111374421,0.840594059,12.03112248,0.260002089,0.268382353,10.70588235,1,0.971288442,0.692605275,0.047643513,-0.193351023,mammalia-kangaroo-interactions,mammalia-kangaroo-interactions,No,Spatial_proximity,survey_scan,Macropus_giganteus,NA,Mammalia,Focal_follow
